,TERZINA: Tiles Adapter board to Citiroc DAQ board connection map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUADRANT 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tiles Adapter board,,,,Citiroc DAQ board,,,,,,,Tiles Adapter board,,,,Citiroc DAQ board,,,,,,,Tiles Adapter board,,,,Citiroc DAQ board,,,
QUADRANT,TILE #,10TA.J# LSHM-130-02.5-L-DV-S reference,#pin of 10TA.J#,"Hierachical
signal
name",signal name,CB.J# LSHM-130-02.5-L-DV-S reference,#pin of CB.J#,signal name,GLOBAL ID,,QUADRANT,TILE #,10TA.J# LSHM-130-02.5-L-DV-S reference,#pin of 10TA.J#,"Hierachical
signal
name",signal name,CB.J# LSHM-130-02.5-L-DV-S reference,#pin of CB.J#,signal name,GLOBAL ID,,QUADRANT,TILE #,10TA.J# LSHM-130-02.5-L-DV-S reference,#pin of 10TA.J#,"Hierachical
signal
name",signal name,CB.J# LSHM-130-02.5-L-DV-S reference,#pin of CB.J#,signal name,GLOBAL ID
3,5,J41,1,A0_CH9,A5_CH9,J2,2,InA0,,,3,6,J39,1,A1_CH15,A6_CH15,J7,2,InC1,,,3,6,J37,1,A1_CH30,A6_CH30,J3,2,InC26,
3,5,J41,2,A0_CH2,A5_CH2,J2,1,InA3,,,3,6,J39,2,A1_CH5,A6_CH5,J7,1,InC2,,,3,6,J37,2,A1_CH20,A6_CH20,J3,1,InC28,
3,5,J41,3,A0_CH1,A5_CH1,J2,4,InA1,,,3,6,J39,3,A1_CH22,A6_CH22,J7,4,InC0,,,3,6,J37,3,A1_CH31,A6_CH31,J3,4,InC27,
3,5,J41,4,A0_CH3,A5_CH3,J2,3,InA5,,,3,6,J39,4,A1_CH12,A6_CH12,J7,3,InC3,,,3,6,J37,4,A1_CH21,A6_CH21,J3,3,InC29,
3,5,J41,5,A0_CH8,A5_CH8,J2,6,InA2,,,3,6,J39,5,A1_CH23,A6_CH23,J7,6,InC4,,,3,6,J37,5,A1_CH38,A6_CH38,J3,6,InD17,
3,5,J41,6,A0_CH10,A5_CH10,J2,5,InA4,,,3,6,J39,6,A1_CH13,A6_CH13,J7,5,InC6,,,3,6,J37,6,A1_CH28,A6_CH28,J3,5,InC30,
3,5,J41,7,A0_CH17,A5_CH17,J2,8,InA9,,,3,6,J39,7,A1_CH14,A6_CH14,J7,8,InC5,,,3,6,J37,7,A1_CH39,A6_CH39,J3,8,InD19,
3,5,J41,8,A0_CH11,A5_CH11,J2,7,InA6,,,3,6,J39,8,A1_CH4,A6_CH4,J7,7,InC7,,,3,6,J37,8,A1_CH29,A6_CH29,J3,7,InC31,
3,5,J41,9,A0_CH16,A5_CH16,J2,10,InA7,,,3,6,J39,9,A1_CH7,A6_CH7,J7,10,InC8,,,3,6,J37,9,A1_CH46,A6_CH46,J3,10,InD16,
3,5,J41,10,A0_CH18,A5_CH18,J2,9,InA8,,,3,6,J39,10,A1_CH57,A6_CH57,J7,9,InD0,,,3,6,J37,10,A1_CH36,A6_CH36,J3,9,InD21,
3,5,J41,11,A0_CH0,A5_CH0,J2,12,InA11,,,3,6,J39,11,A1_CH6,A6_CH6,J7,12,InC9,,,3,6,J37,11,A1_CH62,A6_CH62,J3,12,InD22,
3,5,J41,12,A0_CH19,A5_CH19,J2,11,InA10,,,3,6,J39,12,A1_CH40,A6_CH40,J7,11,InD4,,,3,6,J37,12,A1_CH37,A6_CH37,J3,11,InD18,
3,5,J41,13,A0_CH24,A5_CH24,J2,14,InA13,,,3,6,J39,13,A1_CH59,A6_CH59,J7,14,InD1,,,3,6,J37,13,A1_CH54,A6_CH54,J3,14,InD20,
3,5,J41,14,A0_CH26,A5_CH26,J2,13,InA12,,,3,6,J39,14,A1_CH49,A6_CH49,J7,13,InD5,,,3,6,J37,14,A1_CH44,A6_CH44,J3,13,InD27,
3,5,J41,15,A0_CH25,A5_CH25,J2,16,InA14,,,3,6,J39,15,A1_CH58,A6_CH58,J7,16,InD7,,,3,6,J37,15,A1_CH55,A6_CH55,J3,16,InD24,
3,5,J41,16,A0_CH27,A5_CH27,J2,15,InA16,,,3,6,J39,16,A1_CH48,A6_CH48,J7,15,InD3,,,3,6,J37,16,A1_CH61,A6_CH61,J3,15,InD23,
3,5,J41,17,A0_CH32,A5_CH32,J2,18,InB1,,,3,6,J39,17,A1_CH51,A6_CH51,J7,18,InD10,,,3,6,J37,17,A1_CH47,A6_CH47,J3,18,InD29,
3,5,J41,18,A0_CH34,A5_CH34,J2,17,InB3,,,3,6,J39,18,A1_CH41,A6_CH41,J7,17,InD6,,,3,6,J37,18,A1_CH52,A6_CH52,J3,17,InD30,
3,5,J41,19,A0_CH33,A5_CH33,J2,20,InB0,,,3,6,J39,19,A1_CH50,A6_CH50,J7,20,InD2,,,3,6,J37,19,A1_CH63,A6_CH63,J3,20,InD26,
3,5,J41,20,A0_CH35,A5_CH35,J2,19,InB2,,,3,6,J39,20,A1_CH56,A6_CH56,J7,19,InD11,,,3,6,J37,20,A1_CH53,A6_CH53,J3,19,InD25,
3,5,J41,21,A0_CH56,A5_CH56,J2,22,InB11,,,3,6,J39,21,A1_CH43,A6_CH43,J7,22,InD8,,,3,7,J37,21,A2_CH2,A7_CH2,J3,22,InE0,
